	entrez	genesymbol	pathway	pathway desc	NCBI protein	uniprot
24383	22027	Hsp90b1	path:mmu05215	Prostate cancer	NP_035761	P08113
24384	22059	Tp53	path:mmu05215	Prostate cancer	NP_001120705	P02340
24385	231991	Creb5	path:mmu05215	Prostate cancer	NP_766316	Q8K1L0
24386	23797	Akt3	path:mmu05215	Prostate cancer	NP_035915	Q8C6X4
24387	23920	Insrr	path:mmu05215	Prostate cancer	NP_035962	Q3UQC8
24388	242705	E2f2	path:mmu05215	Prostate cancer	NP_001292328	P56931
24389	26395	Map2k1	path:mmu05215	Prostate cancer	NP_032953	P31938
24390	26396	Map2k2	path:mmu05215	Prostate cancer	NP_075627	Q3USU3
24391	26413	Mapk1	path:mmu05215	Prostate cancer	NP_001033752	P63085
24392	26417	Mapk3	path:mmu05215	Prostate cancer	NP_036082	Q63844
24393	26427	Creb3l1	path:mmu05215	Prostate cancer	NP_036087	Q9Z125
24394	30955	Pik3cg	path:mmu05215	Prostate cancer	NP_001139672	Q3UVA4
24395	320207	Pik3r5	path:mmu05215	Prostate cancer	NP_796294	A1A4T4
24396	328572	Ep300	path:mmu05215	Prostate cancer	NP_808489	B2RWS6
24397	54635	Pdgfc	path:mmu05215	Prostate cancer	NP_064355	Q8CI19
24398	56458	Foxo1	path:mmu05215	Prostate cancer	NP_062713	Q9R1E0
24399	56637	Gsk3b	path:mmu05215	Prostate cancer	NP_062801	Q5KU03
24400	56717	Mtor	path:mmu05215	Prostate cancer	NP_064393	Q9JLN9
24401	71785	Pdgfd	path:mmu05215	Prostate cancer	NP_082200	Q925I7
24402	74769	Pik3cb	path:mmu05215	Prostate cancer	NP_083370	Q8BTI9
24403	78284	Creb3l4	path:mmu05215	Prostate cancer	NP_001294863	Q9D2A5
24404	94224	Srd5a2	path:mmu05215	Prostate cancer	NP_444418	Q99N99
24405	72157	Pgm1	path:mmu00500	Starch and sucrose metabolism	NP_082408	Q9D0F9
24406	108989	Tpr	path:mmu05216	Thyroid cancer	NP_598541	F6ZDS4
24407	109880	Braf	path:mmu05216	Thyroid cancer	NP_647455	P28028
24408	12387	Ctnnb1	path:mmu05216	Thyroid cancer	NP_001159374	Q02248
24409	12443	Ccnd1	path:mmu05216	Thyroid cancer	NP_031657	P25322
24410	12550	Cdh1	path:mmu05216	Thyroid cancer	NP_033994	P09803
24411	15461	Hras	path:mmu05216	Thyroid cancer	NP_001123915	Q61411
24412	16653	Kras	path:mmu05216	Thyroid cancer	NP_067259	P32883
24413	16842	Lef1	path:mmu05216	Thyroid cancer	NP_001263331	Q8BGZ9
24414	17869	Myc	path:mmu05216	Thyroid cancer	NP_001170823	B2RSN1
24415	18176	Nras	path:mmu05216	Thyroid cancer	NP_035067	Q3TMF4
24416	18211	Ntrk1	path:mmu05216	Thyroid cancer	NP_001028296	Q3UFB7
24417	18510	Pax8	path:mmu05216	Thyroid cancer	NP_035170	Q00288
24418	19016	Pparg	path:mmu05216	Thyroid cancer	NP_001120802	M1VPI1
24419	19713	Ret	path:mmu05216	Thyroid cancer	NP_001074249	P35546
24420	20181	Rxra	path:mmu05216	Thyroid cancer	NP_001277410	A2AJP1
24421	20182	Rxrb	path:mmu05216	Thyroid cancer	NP_001192143	Q3TWJ1
24422	20183	Rxrg	path:mmu05216	Thyroid cancer	NP_001153203	E9Q9V9
24423	21414	Tcf7	path:mmu05216	Thyroid cancer	NP_033357	Q00417
24424	21415	Tcf7l1	path:mmu05216	Thyroid cancer	NP_001073290	A1A549
24425	21416	Tcf7l2	path:mmu05216	Thyroid cancer	NP_001136390	E9QQ91
24426	21787	Tfg	path:mmu05216	Thyroid cancer	NP_001239372	Q8C2C6
24427	22059	Tp53	path:mmu05216	Thyroid cancer	NP_001120705	P02340
24428	26395	Map2k1	path:mmu05216	Thyroid cancer	NP_032953	P31938
24429	26396	Map2k2	path:mmu05216	Thyroid cancer	NP_075627	Q3USU3
24430	26413	Mapk1	path:mmu05216	Thyroid cancer	NP_001033752	P63085
24431	26417	Mapk3	path:mmu05216	Thyroid cancer	NP_036082	Q63844
24432	27057	Ncoa4	path:mmu05216	Thyroid cancer	NP_001029160	Q5U4H9
24433	59069	Tpm3	path:mmu05216	Thyroid cancer	NP_001240667	P21107
24434	76551	Ccdc6	path:mmu05216	Thyroid cancer	NP_001104591	D3YZP9
24435	11789	Apc	path:mmu05217	Basal cell carcinoma	NP_031488	B2RUG9
24436	12005	Axin1	path:mmu05217	Basal cell carcinoma	NP_001153070	Q14DJ8
24437	12006	Axin2	path:mmu05217	Basal cell carcinoma	NP_056547	O88566
24438	12156	Bmp2	path:mmu05217	Basal cell carcinoma	NP_031579	P21274
24439	12159	Bmp4	path:mmu05217	Basal cell carcinoma	NP_031580	P21275
24440	12387	Ctnnb1	path:mmu05217	Basal cell carcinoma	NP_001159374	Q02248
24441	13542	Dvl1	path:mmu05217	Basal cell carcinoma	NP_001289271	P51141
24442	13543	Dvl2	path:mmu05217	Basal cell carcinoma	NP_031914	Q60838
24443	13544	Dvl3	path:mmu05217	Basal cell carcinoma	NP_031915	Q61062
24444	14362	Fzd1	path:mmu05217	Basal cell carcinoma	NP_067432	O70421
24445	14365	Fzd3	path:mmu05217	Basal cell carcinoma	NP_067433	Q61086
24446	14366	Fzd4	path:mmu05217	Basal cell carcinoma	NP_032081	Q3V1B2
24447	14367	Fzd5	path:mmu05217	Basal cell carcinoma	NP_001036124	Q3UEG1
24448	14368	Fzd6	path:mmu05217	Basal cell carcinoma	NP_001155966	Q3UTZ0
24449	14369	Fzd7	path:mmu05217	Basal cell carcinoma	NP_032083	Q61090
24450	14370	Fzd8	path:mmu05217	Basal cell carcinoma	NP_032084	Q61091
24451	14371	Fzd9	path:mmu05217	Basal cell carcinoma	NP_034376	Q9R216
24452	14632	Gli1	path:mmu05217	Basal cell carcinoma	NP_034426	P47806
24453	14633	Gli2	path:mmu05217	Basal cell carcinoma	NP_001074594	Q0VGT2
24454	14634	Gli3	path:mmu05217	Basal cell carcinoma	NP_032156	B2RUG4
24455	15245	Hhip	path:mmu05217	Basal cell carcinoma	NP_064655	Q7TN16
24456	16842	Lef1	path:mmu05217	Basal cell carcinoma	NP_001263331	Q8BGZ9
24457	19206	Ptch1	path:mmu05217	Basal cell carcinoma	NP_032983	Q61115
24458	19207	Ptch2	path:mmu05217	Basal cell carcinoma	NP_032984	O35595
24459	20423	Shh	path:mmu05217	Basal cell carcinoma	NP_033196	Q62226
24460	20890	Wnt8a	path:mmu05217	Basal cell carcinoma	NP_033316	Q0VBT1
24461	21414	Tcf7	path:mmu05217	Basal cell carcinoma	NP_033357	Q00417
24462	21415	Tcf7l1	path:mmu05217	Basal cell carcinoma	NP_001073290	A1A549
24463	21416	Tcf7l2	path:mmu05217	Basal cell carcinoma	NP_001136390	E9QQ91
24464	216795	Wnt9a	path:mmu05217	Basal cell carcinoma	NP_647459	Q8R5M2
24465	22059	Tp53	path:mmu05217	Basal cell carcinoma	NP_001120705	P02340
24466	22408	Wnt1	path:mmu05217	Basal cell carcinoma	NP_067254	P04426
24467	22409	Wnt10a	path:mmu05217	Basal cell carcinoma	NP_033544	P70701
24468	22410	Wnt10b	path:mmu05217	Basal cell carcinoma	NP_035848	P48614
24469	22411	Wnt11	path:mmu05217	Basal cell carcinoma	NP_001272721	P48615
24470	22412	Wnt9b	path:mmu05217	Basal cell carcinoma	NP_035849	O35468
24471	22413	Wnt2	path:mmu05217	Basal cell carcinoma	NP_076142	P21552
24472	22414	Wnt2b	path:mmu05217	Basal cell carcinoma	NP_033546	O70283
24473	22415	Wnt3	path:mmu05217	Basal cell carcinoma	NP_033547	A2A649
24474	22416	Wnt3a	path:mmu05217	Basal cell carcinoma	NP_033548	P27467
24475	22417	Wnt4	path:mmu05217	Basal cell carcinoma	NP_033549	P22724
24476	22418	Wnt5a	path:mmu05217	Basal cell carcinoma	NP_001243153	P22725
24477	22419	Wnt5b	path:mmu05217	Basal cell carcinoma	NP_001258686	P22726
24478	22420	Wnt6	path:mmu05217	Basal cell carcinoma	NP_033552	P22727
24479	22421	Wnt7a	path:mmu05217	Basal cell carcinoma	NP_033553	P24383
24480	22422	Wnt7b	path:mmu05217	Basal cell carcinoma	NP_001157105	E9Q5E3
24481	22423	Wnt8b	path:mmu05217	Basal cell carcinoma	NP_035850	Q3TER4
24482	23805	Apc2	path:mmu05217	Basal cell carcinoma	NP_035919	G5E832
24483	24069	Sufu	path:mmu05217	Basal cell carcinoma	NP_001020562	Q9Z0P7
24484	269209	Stk36	path:mmu05217	Basal cell carcinoma	NP_778196	Q69ZM6
24485	319757	Smo	path:mmu05217	Basal cell carcinoma	NP_795970	P56726
24486	56637	Gsk3b	path:mmu05217	Basal cell carcinoma	NP_062801	Q5KU03
24487	57265	Fzd2	path:mmu05217	Basal cell carcinoma	NP_065256	Q9JIP6
24488	93735	Wnt16	path:mmu05217	Basal cell carcinoma	NP_444346	Q8C6P4
24489	93897	Fzd10	path:mmu05217	Basal cell carcinoma	NP_780493	Q149J3
24490	109880	Braf	path:mmu05218	Melanoma	NP_647455	P28028
24491	110157	Raf1	path:mmu05218	Melanoma	NP_084056	Q99N57
24492	11651	Akt1	path:mmu05218	Melanoma	NP_001159366	P31750
24493	11652	Akt2	path:mmu05218	Melanoma	NP_001103678	Q3TY95
24494	11836	Araf	path:mmu05218	Melanoma	NP_001153117	P04627
24495	12015	Bad	path:mmu05218	Melanoma	NP_001272382	Q3U9H3
24496	12443	Ccnd1	path:mmu05218	Melanoma	NP_031657	P25322
24497	12550	Cdh1	path:mmu05218	Melanoma	NP_033994	P09803
24498	12567	Cdk4	path:mmu05218	Melanoma	NP_034000	P30285
24499	12571	Cdk6	path:mmu05218	Melanoma	NP_034003	Q0VBK8
24500	12575	Cdkn1a	path:mmu05218	Melanoma	NP_001104569	P39689
24501	12578	Cdkn2a	path:mmu05218	Melanoma	NP_001035744	P51480
24502	13555	E2f1	path:mmu05218	Melanoma	NP_001278034	Q9CYB4
24503	13557	E2f3	path:mmu05218	Melanoma	NP_001276849	Q3TMJ9
24504	13645	Egf	path:mmu05218	Melanoma	NP_034243	P01132
24505	13649	Egfr	path:mmu05218	Melanoma	NP_031938	Q9WVF5
24506	14164	Fgf1	path:mmu05218	Melanoma	NP_034327	P61148
24507	14165	Fgf10	path:mmu05218	Melanoma	NP_032028	O35565
24508	14166	Fgf11	path:mmu05218	Melanoma	NP_001278033	P70378
24509	14167	Fgf12	path:mmu05218	Melanoma	NP_001263348	P61329
24510	14169	Fgf14	path:mmu05218	Melanoma	NP_034331	P70379
24511	14170	Fgf15	path:mmu05218	Melanoma	NP_032029	O35622
24512	14171	Fgf17	path:mmu05218	Melanoma	NP_032030	P63075
24513	14172	Fgf18	path:mmu05218	Melanoma	NP_032031	O89101
24514	14173	Fgf2	path:mmu05218	Melanoma	NP_032032	P15655
24515	14174	Fgf3	path:mmu05218	Melanoma	NP_032033	Q0VG15
24516	14175	Fgf4	path:mmu05218	Melanoma	NP_034332	P11403
24517	14176	Fgf5	path:mmu05218	Melanoma	NP_001264197	P15656
24518	14177	Fgf6	path:mmu05218	Melanoma	NP_034334	P21658
24519	14178	Fgf7	path:mmu05218	Melanoma	NP_032034	P36363
24520	14179	Fgf8	path:mmu05218	Melanoma	NP_001159833	Q80ZL6
24521	14180	Fgf9	path:mmu05218	Melanoma	NP_038546	P54130
24522	14182	Fgfr1	path:mmu05218	Melanoma	NP_001073377	P16092
24523	15234	Hgf	path:mmu05218	Melanoma	NP_001276387	Q08048
24524	15461	Hras	path:mmu05218	Melanoma	NP_001123915	Q61411
24525	16000	Igf1	path:mmu05218	Melanoma	NP_001104744	E9PU89
24526	16001	Igf1r	path:mmu05218	Melanoma	NP_034643	E9QNX9
24527	16653	Kras	path:mmu05218	Melanoma	NP_067259	P32883
24528	17246	Mdm2	path:mmu05218	Melanoma	NP_001275515	P23804
24529	17295	Met	path:mmu05218	Melanoma	NP_032617	A4FUV6
24530	17342	Mitf	path:mmu05218	Melanoma	NP_001106669	Q3U2D2
24531	18176	Nras	path:mmu05218	Melanoma	NP_035067	Q3TMF4
24532	18590	Pdgfa	path:mmu05218	Melanoma	NP_032834	P20033
24533	18591	Pdgfb	path:mmu05218	Melanoma	NP_035187	P31240
24534	18595	Pdgfra	path:mmu05218	Melanoma	NP_001076785	P26618
24535	18596	Pdgfrb	path:mmu05218	Melanoma	NP_001139740	E9QPE2
24536	18706	Pik3ca	path:mmu05218	Melanoma	NP_032865	P42337
24537	18707	Pik3cd	path:mmu05218	Melanoma	NP_001025008	Q3T9Y0
24538	18708	Pik3r1	path:mmu05218	Melanoma	NP_001020126	Q3TP23
24539	18709	Pik3r2	path:mmu05218	Melanoma	NP_032867	O08908
24540	18710	Pik3r3	path:mmu05218	Melanoma	NP_853616	Q3UXE9
24541	19211	Pten	path:mmu05218	Melanoma	NP_032986	O08586
24542	19645	Rb1	path:mmu05218	Melanoma	NP_033055	P13405
24543	22059	Tp53	path:mmu05218	Melanoma	NP_001120705	P02340
24544	23797	Akt3	path:mmu05218	Melanoma	NP_035915	Q8C6X4
24545	242705	E2f2	path:mmu05218	Melanoma	NP_001292328	P56931
24546	26395	Map2k1	path:mmu05218	Melanoma	NP_032953	P31938
24547	26396	Map2k2	path:mmu05218	Melanoma	NP_075627	Q3USU3
24548	26413	Mapk1	path:mmu05218	Melanoma	NP_001033752	P63085
24549	26417	Mapk3	path:mmu05218	Melanoma	NP_036082	Q63844
24550	30955	Pik3cg	path:mmu05218	Melanoma	NP_001139672	Q3UVA4
24551	320207	Pik3r5	path:mmu05218	Melanoma	NP_796294	A1A4T4
24552	54635	Pdgfc	path:mmu05218	Melanoma	NP_064355	Q8CI19
24553	56636	Fgf21	path:mmu05218	Melanoma	NP_064397	Q9JJN1
24554	64654	Fgf23	path:mmu05218	Melanoma	NP_073148	Q3U1V5
24555	67112	Fgf22	path:mmu05218	Melanoma	NP_075793	Q9ESS2
24556	71785	Pdgfd	path:mmu05218	Melanoma	NP_082200	Q925I7
24557	74769	Pik3cb	path:mmu05218	Melanoma	NP_083370	Q8BTI9
24558	80857	Fgf20	path:mmu05218	Melanoma	NP_085113	Q9ESL9
24559	80903	Fgf16	path:mmu05218	Melanoma	NP_085117	Q9ESL8
24560	109880	Braf	path:mmu05219	Bladder cancer	NP_647455	P28028
24561	110157	Raf1	path:mmu05219	Bladder cancer	NP_084056	Q99N57
24562	11836	Araf	path:mmu05219	Bladder cancer	NP_001153117	P04627
24563	12443	Ccnd1	path:mmu05219	Bladder cancer	NP_031657	P25322
24564	12550	Cdh1	path:mmu05219	Bladder cancer	NP_033994	P09803
24565	12567	Cdk4	path:mmu05219	Bladder cancer	NP_034000	P30285
24566	12575	Cdkn1a	path:mmu05219	Bladder cancer	NP_001104569	P39689
24567	12578	Cdkn2a	path:mmu05219	Bladder cancer	NP_001035744	P51480
24568	13143	Dapk2	path:mmu05219	Bladder cancer	NP_034149	Q8VDF3
24569	13144	Dapk3	path:mmu05219	Bladder cancer	NP_001177402	O54784
24570	13555	E2f1	path:mmu05219	Bladder cancer	NP_001278034	Q9CYB4
24571	13557	E2f3	path:mmu05219	Bladder cancer	NP_001276849	Q3TMJ9
24572	13645	Egf	path:mmu05219	Bladder cancer	NP_034243	P01132
24573	13649	Egfr	path:mmu05219	Bladder cancer	NP_031938	Q9WVF5
24574	13866	Erbb2	path:mmu05219	Bladder cancer	NP_001003817	P70424
24575	14184	Fgfr3	path:mmu05219	Bladder cancer	NP_001156687	Q7TSI8
24576	15200	Hbegf	path:mmu05219	Bladder cancer	NP_034545	Q06186
24577	15461	Hras	path:mmu05219	Bladder cancer	NP_001123915	Q61411
24578	16653	Kras	path:mmu05219	Bladder cancer	NP_067259	P32883
24579	17246	Mdm2	path:mmu05219	Bladder cancer	NP_001275515	P23804
24580	17390	Mmp2	path:mmu05219	Bladder cancer	NP_032636	P33434
24581	17395	Mmp9	path:mmu05219	Bladder cancer	NP_038627	P41245
24582	17869	Myc	path:mmu05219	Bladder cancer	NP_001170823	B2RSN1
24583	18176	Nras	path:mmu05219	Bladder cancer	NP_035067	Q3TMF4
24584	19645	Rb1	path:mmu05219	Bladder cancer	NP_033055	P13405
24585	20779	Src	path:mmu05219	Bladder cancer	NP_001020566	P05480
24586	21825	Thbs1	path:mmu05219	Bladder cancer	NP_035710	Q80YQ1
24587	22059	Tp53	path:mmu05219	Bladder cancer	NP_001120705	P02340
24588	22270	Upk3a	path:mmu05219	Bladder cancer	NP_075967	Q9JKX8
24589	22339	Vegfa	path:mmu05219	Bladder cancer	NP_001020421	Q00731
24590	242705	E2f2	path:mmu05219	Bladder cancer	NP_001292328	P56931
24591	26395	Map2k1	path:mmu05219	Bladder cancer	NP_032953	P31938
24592	26396	Map2k2	path:mmu05219	Bladder cancer	NP_075627	Q3USU3
24593	26413	Mapk1	path:mmu05219	Bladder cancer	NP_001033752	P63085
24594	26417	Mapk3	path:mmu05219	Bladder cancer	NP_036082	Q63844
24595	56289	Rassf1	path:mmu05219	Bladder cancer	NP_001230677	A9YZW8
24596	69635	Dapk1	path:mmu05219	Bladder cancer	NP_001272846	Q3UKP8
24597	72962	Tymp	path:mmu05219	Bladder cancer	NP_612175	Q99N42
24598	73086	Rps6ka5	path:mmu05219	Bladder cancer	NP_705815	Q8C050
24599	83995	Mmp1a	path:mmu05219	Bladder cancer	NP_114395	Q9EPL5
24600	83996	Mmp1b	path:mmu05219	Bladder cancer	NP_114396	G5E8A9
24601	109880	Braf	path:mmu05220	Chronic myeloid leukemia	NP_647455	P28028
24602	110157	Raf1	path:mmu05220	Chronic myeloid leukemia	NP_084056	Q99N57
24603	110279	Bcr	path:mmu05220	Chronic myeloid leukemia	NP_001074881	A2RRK7
24604	11350	Abl1	path:mmu05220	Chronic myeloid leukemia	NP_001106174	P00520
24605	11651	Akt1	path:mmu05220	Chronic myeloid leukemia	NP_001159366	P31750
24606	11652	Akt2	path:mmu05220	Chronic myeloid leukemia	NP_001103678	Q3TY95
24607	11836	Araf	path:mmu05220	Chronic myeloid leukemia	NP_001153117	P04627
24608	12015	Bad	path:mmu05220	Chronic myeloid leukemia	NP_001272382	Q3U9H3
24609	12048	Bcl2l1	path:mmu05220	Chronic myeloid leukemia	NP_001276645	Q5HZH3
24610	12394	Runx1	path:mmu05220	Chronic myeloid leukemia	NP_001104491	Q3UM65
24611	12402	Cbl	path:mmu05220	Chronic myeloid leukemia	NP_031645	P22682
24612	12443	Ccnd1	path:mmu05220	Chronic myeloid leukemia	NP_031657	P25322
24613	12567	Cdk4	path:mmu05220	Chronic myeloid leukemia	NP_034000	P30285
24614	12571	Cdk6	path:mmu05220	Chronic myeloid leukemia	NP_034003	Q0VBK8
24615	12575	Cdkn1a	path:mmu05220	Chronic myeloid leukemia	NP_001104569	P39689
24616	12576	Cdkn1b	path:mmu05220	Chronic myeloid leukemia	NP_034005	P46414
24617	12578	Cdkn2a	path:mmu05220	Chronic myeloid leukemia	NP_001035744	P51480
24618	12675	Chuk	path:mmu05220	Chronic myeloid leukemia	NP_001155882	E9Q605
24619	12928	Crk	path:mmu05220	Chronic myeloid leukemia	NP_001264148	Q8JZR2
24620	12929	Crkl	path:mmu05220	Chronic myeloid leukemia	NP_001264160	P47941
24621	13016	Ctbp1	path:mmu05220	Chronic myeloid leukemia	NP_001185788	O88712
24622	13017	Ctbp2	path:mmu05220	Chronic myeloid leukemia	NP_001164215	P56546
24623	13555	E2f1	path:mmu05220	Chronic myeloid leukemia	NP_001278034	Q9CYB4
24624	13557	E2f3	path:mmu05220	Chronic myeloid leukemia	NP_001276849	Q3TMJ9
24625	14013	Mecom	path:mmu05220	Chronic myeloid leukemia	NP_031989	G3UZ13
24626	14389	Gab2	path:mmu05220	Chronic myeloid leukemia	NP_001155949	Q3ZB59
24627	14784	Grb2	path:mmu05220	Chronic myeloid leukemia	NP_032189	Q3U5I5
24628	15182	Hdac2	path:mmu05220	Chronic myeloid leukemia	NP_032255	P70288
24629	15461	Hras	path:mmu05220	Chronic myeloid leukemia	NP_001123915	Q61411
24630	16150	Ikbkb	path:mmu05220	Chronic myeloid leukemia	NP_001153246	Q5D0E0
24631	16151	Ikbkg	path:mmu05220	Chronic myeloid leukemia	NP_001129539	Q7TSS3
24632	16653	Kras	path:mmu05220	Chronic myeloid leukemia	NP_067259	P32883
24633	17127	Smad3	path:mmu05220	Chronic myeloid leukemia	NP_058049	Q8BUN5
24634	17128	Smad4	path:mmu05220	Chronic myeloid leukemia	NP_032566	P97471
24635	17246	Mdm2	path:mmu05220	Chronic myeloid leukemia	NP_001275515	P23804
24636	17869	Myc	path:mmu05220	Chronic myeloid leukemia	NP_001170823	B2RSN1
24637	18033	Nfkb1	path:mmu05220	Chronic myeloid leukemia	NP_032715	P25799
24638	18035	Nfkbia	path:mmu05220	Chronic myeloid leukemia	NP_035037	Q9Z1E3
24639	18176	Nras	path:mmu05220	Chronic myeloid leukemia	NP_035067	Q3TMF4
24640	18706	Pik3ca	path:mmu05220	Chronic myeloid leukemia	NP_032865	P42337
24641	18707	Pik3cd	path:mmu05220	Chronic myeloid leukemia	NP_001025008	Q3T9Y0
24642	18708	Pik3r1	path:mmu05220	Chronic myeloid leukemia	NP_001020126	Q3TP23
24643	18709	Pik3r2	path:mmu05220	Chronic myeloid leukemia	NP_032867	O08908
24644	18710	Pik3r3	path:mmu05220	Chronic myeloid leukemia	NP_853616	Q3UXE9
24645	19247	Ptpn11	path:mmu05220	Chronic myeloid leukemia	NP_001103462	P35235
24646	19645	Rb1	path:mmu05220	Chronic myeloid leukemia	NP_033055	P13405
24647	19697	Rela	path:mmu05220	Chronic myeloid leukemia	NP_033071	Q04207
24648	20416	Shc1	path:mmu05220	Chronic myeloid leukemia	NP_001106802	P98083
24649	20418	Shc3	path:mmu05220	Chronic myeloid leukemia	NP_033193	Q61120
24650	20662	Sos1	path:mmu05220	Chronic myeloid leukemia	NP_033257	Q3USK4
24651	20663	Sos2	path:mmu05220	Chronic myeloid leukemia	NP_001129031	A0A0A0MQ87
24652	20850	Stat5a	path:mmu05220	Chronic myeloid leukemia	NP_001157534	B2C3G8
24653	20851	Stat5b	path:mmu05220	Chronic myeloid leukemia	NP_001107035	P42232
24654	208650	Cblb	path:mmu05220	Chronic myeloid leukemia	NP_001028410	B9EKI5
24655	216148	Shc2	path:mmu05220	Chronic myeloid leukemia	NP_001019710	Q8BMC3
24656	21803	Tgfb1	path:mmu05220	Chronic myeloid leukemia	NP_035707	P04202
24657	21808	Tgfb2	path:mmu05220	Chronic myeloid leukemia	NP_033393	P27090
24658	21809	Tgfb3	path:mmu05220	Chronic myeloid leukemia	NP_033394	Q91YU7
24659	21812	Tgfbr1	path:mmu05220	Chronic myeloid leukemia	NP_033396	Q4FJL1
24660	21813	Tgfbr2	path:mmu05220	Chronic myeloid leukemia	NP_033397	Q543C0
24661	22059	Tp53	path:mmu05220	Chronic myeloid leukemia	NP_001120705	P02340
24662	23797	Akt3	path:mmu05220	Chronic myeloid leukemia	NP_035915	Q8C6X4
24663	242705	E2f2	path:mmu05220	Chronic myeloid leukemia	NP_001292328	P56931
24664	26395	Map2k1	path:mmu05220	Chronic myeloid leukemia	NP_032953	P31938
24665	26396	Map2k2	path:mmu05220	Chronic myeloid leukemia	NP_075627	Q3USU3
24666	26413	Mapk1	path:mmu05220	Chronic myeloid leukemia	NP_001033752	P63085
24667	26417	Mapk3	path:mmu05220	Chronic myeloid leukemia	NP_036082	Q63844
24668	271849	Shc4	path:mmu05220	Chronic myeloid leukemia	NP_950187	Q6S5L9
24669	30955	Pik3cg	path:mmu05220	Chronic myeloid leukemia	NP_001139672	Q3UVA4
24670	320207	Pik3r5	path:mmu05220	Chronic myeloid leukemia	NP_796294	A1A4T4
24671	433759	Hdac1	path:mmu05220	Chronic myeloid leukemia	NP_032254	O09106
24672	74769	Pik3cb	path:mmu05220	Chronic myeloid leukemia	NP_083370	Q8BTI9
24673	80794	Cblc	path:mmu05220	Chronic myeloid leukemia	NP_001155316	G3X9U0
24674	109880	Braf	path:mmu05221	Acute myeloid leukemia	NP_647455	P28028
24675	110157	Raf1	path:mmu05221	Acute myeloid leukemia	NP_084056	Q99N57
24676	11651	Akt1	path:mmu05221	Acute myeloid leukemia	NP_001159366	P31750
24677	11652	Akt2	path:mmu05221	Acute myeloid leukemia	NP_001103678	Q3TY95
24678	11836	Araf	path:mmu05221	Acute myeloid leukemia	NP_001153117	P04627
24679	12015	Bad	path:mmu05221	Acute myeloid leukemia	NP_001272382	Q3U9H3
24680	12394	Runx1	path:mmu05221	Acute myeloid leukemia	NP_001104491	Q3UM65
24681	12395	Runx1t1	path:mmu05221	Acute myeloid leukemia	NP_001104496	Q3UQX8
24682	12427	Ccna1	path:mmu05221	Acute myeloid leukemia	NP_001292150	Q61456
24683	12443	Ccnd1	path:mmu05221	Acute myeloid leukemia	NP_031657	P25322
24684	12606	Cebpa	path:mmu05221	Acute myeloid leukemia	NP_001274443	P53566
24685	12675	Chuk	path:mmu05221	Acute myeloid leukemia	NP_001155882	E9Q605
24686	13685	Eif4ebp1	path:mmu05221	Acute myeloid leukemia	NP_031944	Q60876
24687	14255	Flt3	path:mmu05221	Acute myeloid leukemia	NP_034359	Q00342
24688	14784	Grb2	path:mmu05221	Acute myeloid leukemia	NP_032189	Q3U5I5
24689	15461	Hras	path:mmu05221	Acute myeloid leukemia	NP_001123915	Q61411
24690	16150	Ikbkb	path:mmu05221	Acute myeloid leukemia	NP_001153246	Q5D0E0
24691	16151	Ikbkg	path:mmu05221	Acute myeloid leukemia	NP_001129539	Q7TSS3
24692	16480	Jup	path:mmu05221	Acute myeloid leukemia	NP_034723	Q02257
24693	16590	Kit	path:mmu05221	Acute myeloid leukemia	NP_001116205	P05532
24694	16653	Kras	path:mmu05221	Acute myeloid leukemia	NP_067259	P32883
24695	16842	Lef1	path:mmu05221	Acute myeloid leukemia	NP_001263331	Q8BGZ9
24696	17869	Myc	path:mmu05221	Acute myeloid leukemia	NP_001170823	B2RSN1
24697	18033	Nfkb1	path:mmu05221	Acute myeloid leukemia	NP_032715	P25799
24698	18176	Nras	path:mmu05221	Acute myeloid leukemia	NP_035067	Q3TMF4
24699	18706	Pik3ca	path:mmu05221	Acute myeloid leukemia	NP_032865	P42337
24700	18707	Pik3cd	path:mmu05221	Acute myeloid leukemia	NP_001025008	Q3T9Y0
24701	18708	Pik3r1	path:mmu05221	Acute myeloid leukemia	NP_001020126	Q3TP23
24702	18709	Pik3r2	path:mmu05221	Acute myeloid leukemia	NP_032867	O08908
24703	18710	Pik3r3	path:mmu05221	Acute myeloid leukemia	NP_853616	Q3UXE9
24704	18712	Pim1	path:mmu05221	Acute myeloid leukemia	NP_032868	Q8CFN8
24705	18715	Pim2	path:mmu05221	Acute myeloid leukemia	NP_613072	Q62070
24706	18854	Pml	path:mmu05221	Acute myeloid leukemia	NP_032910	Q60953
24707	19015	Ppard	path:mmu05221	Acute myeloid leukemia	NP_035275	P35396
24708	19401	Rara	path:mmu05221	Acute myeloid leukemia	NP_001169999	P11416
24709	19697	Rela	path:mmu05221	Acute myeloid leukemia	NP_033071	Q04207
24710	20375	Spi1	path:mmu05221	Acute myeloid leukemia	NP_035485	P17433
24711	20662	Sos1	path:mmu05221	Acute myeloid leukemia	NP_033257	Q3USK4
24712	20663	Sos2	path:mmu05221	Acute myeloid leukemia	NP_001129031	A0A0A0MQ87
24713	20848	Stat3	path:mmu05221	Acute myeloid leukemia	NP_035616	P42227
24714	20850	Stat5a	path:mmu05221	Acute myeloid leukemia	NP_001157534	B2C3G8
24715	20851	Stat5b	path:mmu05221	Acute myeloid leukemia	NP_001107035	P42232
24716	21414	Tcf7	path:mmu05221	Acute myeloid leukemia	NP_033357	Q00417
